order_id,order_date,ship_date,customer_id,customer_name,segment,region,state,city,category,sub_category,product_name,quantity,unit_price,discount,revenue,cost,profit
ORD-01015,2024-07-19,2024-07-22,CUST-0024,Kevin Taylor,Corporate,West,California,San Francisco,Furniture,Furnishings,Wall Clock Modern,1,90.42,0.0,90.42,66.62,23.8
ORD-01016,2023-10-04,2023-10-06,CUST-0253,Anthony Kumar,Home Office,East,Maryland,Baltimore,Technology,Accessories,Wireless Mouse Ergonomic,1,184.35,0.0,184.35,75.56,108.79
ORD-01017,2024-11-18,2024-11-22,CUST-0615,Kimberly Clark,Home Office,West,California,San Francisco,Furniture,Chairs,Stackable Conference Chair,2,456.21,0.15,775.56,608.98,166.58
ORD-01018,2024-01-25,2024-01-30,CUST-0211,Donna Smith,Home Office,West,Arizona,Phoenix,Office Supplies,Pens,Ballpoint Pen 12pk,3,10.98,0.2,26.35,14.03,12.32
ORD-01019,2024-09-13,2024-09-15,CUST-0080,Ashley Smith,Corporate,South,Florida,Miami,Furniture,Furnishings,Wall Clock Modern,2,48.33,0.0,96.66,65.15,31.51
ORD-01020,2023-10-25,2023-10-28,CUST-0481,Carol Brown,Home Office,South,Tennessee,Nashville,Furniture,Chairs,Stackable Conference Chair,1,456.53,0.1,410.88,347.51,63.37
ORD-01021,2024-01-04,2024-01-08,CUST-0742,Daniel Santos,Consumer,West,Colorado,Denver,Office Supplies,Pens,Gel Pen Fine Tip,5,6.84,0.0,34.2,16.28,17.92
ORD-01022,2023-06-11,2023-06-17,CUST-0661,Paul Jackson,Consumer,West,California,San Francisco,Furniture,Furnishings,Cork Board Large,1,26.24,0.15,22.3,16.3,6.0
ORD-01023,2023-06-12,2023-06-16,CUST-0052,Jessica Kumar,Consumer,West,Washington,Seattle,Office Supplies,Binders,D-Ring Binder Heavy Duty,2,6.82,0.25,10.23,6.8,3.43
ORD-01024,2023-07-10,2023-07-13,CUST-0534,Robert Robinson,Consumer,North,Indiana,Indianapolis,Furniture,Tables,Round Meeting Table,6,560.95,0.25,2524.28,3031.61,-507.33
ORD-01025,2023-07-20,2023-07-22,CUST-0792,James Lopez,Consumer,North,Michigan,Detroit,Technology,Phones,Conference Speakerphone,2,487.41,0.0,974.82,620.35,354.47
ORD-01026,2023-11-30,2023-12-05,CUST-0526,Linda Patel,Corporate,West,California,Los Angeles,Office Supplies,Binders,Presentation Binder Set,1,4.31,0.0,4.31,2.25,2.06
ORD-01027,2024-04-18,2024-04-20,CUST-0113,Donna Anderson,Corporate,East,Virginia,Richmond,Furniture,Chairs,Stackable Conference Chair,1,167.95,0.1,151.16,117.88,33.28
ORD-01028,2024-05-16,2024-05-19,CUST-0555,Mark Garcia,Corporate,North,Wisconsin,Milwaukee,Technology,Copiers,High-Speed Document Scanner,2,1552.94,0.05,2950.59,1882.17,1068.42
ORD-01029,2023-07-31,2023-08-07,CUST-0306,William Robinson,Consumer,North,Wisconsin,Milwaukee,Office Supplies,Pens,Permanent Marker Set,2,2.43,0.2,3.89,2.34,1.55
ORD-01030,2023-08-09,2023-08-13,CUST-0151,Anthony Taylor,Consumer,South,Texas,Dallas,Technology,Copiers,High-Speed Document Scanner,1,640.09,0.0,640.09,376.92,263.17
ORD-01031,2024-03-25,2024-03-28,CUST-0730,Andrew Ali,Consumer,North,Wisconsin,Milwaukee,Furniture,Furnishings,Desk Lamp Classic,1,51.9,0.1,46.71,33.07,13.64
ORD-01032,2023-04-14,2023-04-16,CUST-0477,Anthony Lewis,Home Office,North,Wisconsin,Milwaukee,Furniture,Bookcases,Glass Door Bookcase,3,424.86,0.0,1274.58,849.6,424.98
ORD-01033,2024-05-05,2024-05-08,CUST-0318,Dorothy Thomas,Home Office,East,New York,New York,Furniture,Bookcases,5-Shelf Wooden Bookcase,1,90.37,0.1,81.33,69.58,11.75
ORD-01034,2023-01-25,2023-01-28,CUST-0628,Richard Jones,Consumer,South,Georgia,Atlanta,Office Supplies,Paper,Colored Paper Assorted,5,31.35,0.2,125.4,97.55,27.85
ORD-01035,2023-02-07,2023-02-11,CUST-0767,William Singh,Corporate,East,Pennsylvania,Philadelphia,Office Supplies,Pens,Highlighter Variety Pack,3,15.17,0.0,45.51,19.38,26.13
ORD-01036,2023-07-21,2023-07-24,CUST-0404,Ashley Ramirez,Consumer,East,New York,New York,Furniture,Tables,L-Shaped Computer Desk,2,576.97,0.2,923.15,996.85,-73.7
ORD-01037,2024-07-14,2024-07-21,CUST-0216,Donna Martinez,Consumer,East,New York,New York,Office Supplies,Labels,Name Badge Labels,1,20.31,0.3,14.22,8.5,5.72
ORD-01038,2024-05-20,2024-05-24,CUST-0351,Michelle Kumar,Corporate,North,Wisconsin,Milwaukee,Office Supplies,Envelopes,Security Envelopes 100pk,2,10.21,0.0,20.42,8.71,11.71
ORD-01039,2024-11-29,2024-12-03,CUST-0699,Betty Miller,Consumer,South,Texas,Dallas,Furniture,Chairs,Stackable Conference Chair,2,341.7,0.1,615.06,513.39,101.67
ORD-01040,2024-02-19,2024-02-23,CUST-0264,Wei Clark,Consumer,East,Pennsylvania,Philadelphia,Furniture,Tables,L-Shaped Computer Desk,6,828.88,0.15,4227.29,3841.14,386.15
ORD-01041,2024-06-01,2024-06-06,CUST-0430,Omar Thomas,Corporate,East,Pennsylvania,Philadelphia,Furniture,Furnishings,Desk Lamp Classic,6,120.75,0.0,724.5,531.93,192.57
ORD-01042,2023-06-07,2023-06-14,CUST-0342,Dorothy Anderson,Home Office,East,Pennsylvania,Philadelphia,Office Supplies,Storage,Hanging File Folders 25pk,2,74.73,0.2,119.57,78.77,40.8
ORD-01043,2023-10-21,2023-10-26,CUST-0345,Anthony Perez,Consumer,West,Colorado,Denver,Furniture,Chairs,Executive Leather Chair,4,141.16,0.0,564.64,425.7,138.94
ORD-01044,2024-03-14,2024-03-16,CUST-0715,Kevin Smith,Corporate,North,Illinois,Chicago,Office Supplies,Binders,3-Ring Binder 2in,8,6.6,0.05,50.16,26.3,23.86
ORD-01045,2024-12-03,2024-12-07,CUST-0683,Elizabeth Rodriguez,Corporate,East,Massachusetts,Boston,Office Supplies,Paper,Recycled Copy Paper 500pk,1,49.83,0.0,49.83,26.98,22.85
ORD-01046,2024-05-17,2024-05-21,CUST-0631,Aarav Ramirez,Home Office,East,Virginia,Richmond,Office Supplies,Binders,3-Ring Binder 2in,5,15.48,0.0,77.4,42.12,35.28
ORD-01047,2024-12-17,2024-12-21,CUST-0230,Mark Thomas,Corporate,East,Massachusetts,Boston,Technology,Accessories,Laptop Stand Aluminum,2,163.95,0.1,295.11,141.85,153.26
ORD-01048,2023-10-28,2023-11-02,CUST-0429,Thomas Sanchez,Corporate,East,Massachusetts,Boston,Technology,Copiers,Color Copier Office,1,633.23,0.0,633.23,330.03,303.2
ORD-01049,2023-03-23,2023-03-29,CUST-0152,Ashley Jackson,Consumer,West,California,San Francisco,Technology,Phones,Wireless Headset BT,3,639.26,0.1,1726.0,1196.36,529.64
ORD-01050,2024-05-08,2024-05-10,CUST-0660,Richard Taylor,Corporate,South,Tennessee,Nashville,Office Supplies,Labels,File Folder Labels,3,22.7,0.05,64.69,40.11,24.58
ORD-01051,2024-02-05,2024-02-07,CUST-0033,Elena Jackson,Home Office,North,Wisconsin,Milwaukee,Furniture,Furnishings,Monitor Stand Bamboo,2,105.58,0.15,179.49,130.65,48.84
ORD-01052,2023-11-28,2023-12-03,CUST-0764,Linda Garcia,Home Office,West,Washington,Seattle,Technology,Accessories,USB-C Hub 7-Port,1,175.14,0.0,175.14,73.52,101.62
ORD-01053,2023-04-06,2023-04-13,CUST-0152,Ashley Jackson,Consumer,East,Virginia,Richmond,Technology,Machines,Label Maker Portable,3,551.8,0.05,1572.63,951.36,621.27
ORD-01054,2023-01-10,2023-01-15,CUST-0630,Michelle Martin,Consumer,East,Maryland,Baltimore,Technology,Accessories,Wireless Mouse Ergonomic,3,38.08,0.25,85.68,47.18,38.5
ORD-01055,2024-06-01,2024-06-04,CUST-0542,Kimberly White,Home Office,South,Tennessee,Nashville,Furniture,Furnishings,Desk Lamp Classic,3,79.14,0.1,213.68,157.29,56.39
ORD-01056,2024-04-12,2024-04-15,CUST-0418,Omar Moore,Corporate,North,Illinois,Chicago,Office Supplies,Storage,Hanging File Folders 25pk,3,110.55,0.0,331.65,171.27,160.38
ORD-01057,2023-11-19,2023-11-22,CUST-0272,Lisa Sanchez,Consumer,South,Texas,Houston,Furniture,Bookcases,Corner Bookcase Unit,2,191.45,0.0,382.9,302.0,80.9
ORD-01058,2024-04-05,2024-04-06,CUST-0049,Thomas Williams,Home Office,North,Minnesota,Minneapolis,Technology,Machines,Paper Shredder Cross-Cut,6,340.91,0.2,1636.37,1244.94,391.43
ORD-01059,2024-10-17,2024-10-22,CUST-0680,Aarav Robinson,Consumer,North,Michigan,Detroit,Technology,Copiers,Laser Printer All-in-One,6,1739.42,0.05,9914.69,6545.58,3369.11
ORD-01060,2023-12-03,2023-12-07,CUST-0015,Karen Smith,Corporate,East,Pennsylvania,Philadelphia,Office Supplies,Paper,Recycled Copy Paper 500pk,4,10.84,0.0,43.36,23.04,20.32
ORD-01061,2024-11-04,2024-11-07,CUST-0166,Kevin Jones,Home Office,East,Pennsylvania,Philadelphia,Office Supplies,Paper,Cardstock Pack,2,18.93,0.1,34.07,22.28,11.79
ORD-01062,2023-03-12,2023-03-14,CUST-0125,Sarah Patel,Home Office,East,Pennsylvania,Philadelphia,Furniture,Bookcases,Metal Storage Bookcase,2,127.62,0.0,255.24,155.08,100.16
ORD-01063,2024-07-01,2024-07-03,CUST-0685,Lisa Shah,Corporate,North,Minnesota,Minneapolis,Furniture,Bookcases,Metal Storage Bookcase,1,242.91,0.3,170.04,225.9,-55.86
ORD-01064,2023-06-16,2023-06-18,CUST-0707,Mary Brown,Corporate,West,Washington,Seattle,Furniture,Bookcases,Corner Bookcase Unit,2,412.92,0.2,660.67,652.91,7.76
ORD-01065,2024-02-17,2024-02-19,CUST-0653,Betty Rodriguez,Consumer,South,Texas,Houston,Technology,Accessories,Laptop Stand Aluminum,2,115.92,0.0,231.84,97.81,134.03
ORD-01066,2024-01-13,2024-01-14,CUST-0464,Charles Patel,Consumer,West,California,Los Angeles,Technology,Copiers,Inkjet MFP Compact,4,947.96,0.35,2464.7,2062.82,401.88
ORD-01067,2024-04-19,2024-04-24,CUST-0609,Omar Martin,Corporate,South,Tennessee,Nashville,Furniture,Furnishings,Monitor Stand Bamboo,3,91.97,0.2,220.73,189.62,31.11
ORD-01068,2024-10-15,2024-10-18,CUST-0436,Nancy Thompson,Consumer,North,Illinois,Chicago,Office Supplies,Labels,File Folder Labels,4,18.31,0.4,43.94,39.41,4.53
ORD-01069,2023-10-15,2023-10-18,CUST-0077,Elena Perez,Home Office,West,Colorado,Denver,Office Supplies,Labels,Shipping Labels 200pk,1,11.95,0.0,11.95,5.46,6.49
ORD-01070,2024-09-09,2024-09-11,CUST-0117,Thomas Jones,Consumer,East,Massachusetts,Boston,Office Supplies,Paper,Premium Laser Paper,3,30.94,0.0,92.82,52.66,40.16
ORD-01071,2023-02-20,2023-02-25,CUST-0564,Barbara Harris,Corporate,North,Illinois,Chicago,Technology,Copiers,Inkjet MFP Compact,2,380.78,0.3,533.09,455.15,77.94
ORD-01072,2023-11-16,2023-11-19,CUST-0674,Aarav White,Consumer,South,Texas,Dallas,Furniture,Chairs,Adjustable Swivel Chair,5,102.0,0.0,510.0,389.56,120.44
ORD-01073,2024-01-05,2024-01-07,CUST-0163,Richard Brown,Corporate,West,California,San Francisco,Furniture,Bookcases,Metal Storage Bookcase,5,157.75,0.15,670.44,594.59,75.85
ORD-01074,2023-04-17,2023-04-18,CUST-0224,Mark Muller,Corporate,East,Virginia,Richmond,Furniture,Furnishings,Desk Lamp Classic,5,108.58,0.1,488.61,318.06,170.55
ORD-01075,2023-07-12,2023-07-15,CUST-0441,Daniel Davis,Consumer,South,Texas,Dallas,Technology,Copiers,Inkjet MFP Compact,7,445.18,0.05,2960.45,2149.64,810.81
ORD-01076,2024-08-15,2024-08-18,CUST-0128,Wei Ramirez,Corporate,East,Virginia,Richmond,Office Supplies,Paper,Recycled Copy Paper 500pk,1,23.25,0.0,23.25,12.21,11.04
ORD-01077,2023-05-12,2023-05-17,CUST-0595,Michael Patel,Consumer,South,Texas,Dallas,Technology,Phones,Business Desk Phone,4,798.7,0.15,2715.58,1636.28,1079.3
ORD-01078,2024-12-01,2024-12-08,CUST-0284,Wei Muller,Home Office,West,California,San Francisco,Technology,Phones,Smartphone ProMax 14,2,389.35,0.05,739.76,411.62,328.14
ORD-01079,2024-01-23,2024-01-27,CUST-0455,Robert Brown,Corporate,North,Michigan,Detroit,Furniture,Furnishings,Cork Board Large,3,44.44,0.3,93.32,106.56,-13.24
ORD-01080,2024-03-23,2024-03-24,CUST-0475,Carol Anderson,Consumer,North,Illinois,Chicago,Technology,Machines,Binding Machine Heavy,2,230.32,0.25,345.48,272.93,72.55
ORD-01081,2023-05-25,2023-05-27,CUST-0788,Wei Moore,Consumer,North,Indiana,Indianapolis,Furniture,Furnishings,Cork Board Large,1,59.42,0.0,59.42,37.59,21.83
ORD-01082,2023-10-10,2023-10-17,CUST-0277,Priya Lee,Consumer,East,Pennsylvania,Philadelphia,Furniture,Tables,L-Shaped Computer Desk,8,438.44,0.1,3156.77,2464.16,692.61
ORD-01083,2024-10-19,2024-10-21,CUST-0739,Yuki Miller,Consumer,East,New York,New York,Office Supplies,Labels,Shipping Labels 200pk,1,19.42,0.1,17.48,9.01,8.47
ORD-01084,2023-04-20,2023-04-23,CUST-0251,Sandra Santos,Corporate,South,Tennessee,Nashville,Technology,Accessories,Laptop Stand Aluminum,1,195.72,0.35,127.22,106.44,20.78
ORD-01085,2023-12-02,2023-12-07,CUST-0430,Omar Thomas,Corporate,East,Pennsylvania,Philadelphia,Furniture,Chairs,Ergonomic Task Chair,2,460.44,0.15,782.75,662.2,120.55
ORD-01086,2023-10-06,2023-10-10,CUST-0686,Elizabeth Miller,Home Office,South,Tennessee,Nashville,Office Supplies,Paper,Legal Size Paper Ream,1,26.23,0.0,26.23,16.04,10.19
ORD-01087,2024-01-01,2024-01-04,CUST-0342,Dorothy Anderson,Consumer,West,Arizona,Phoenix,Furniture,Chairs,Executive Leather Chair,1,382.58,0.05,363.45,287.51,75.94
ORD-01088,2023-02-14,2023-02-17,CUST-0757,Margaret Clark,Consumer,South,Tennessee,Nashville,Office Supplies,Labels,File Folder Labels,1,7.86,0.05,7.47,4.18,3.29
ORD-01089,2023-02-07,2023-02-13,CUST-0419,Donna Smith,Consumer,East,Virginia,Richmond,Office Supplies,Binders,3-Ring Binder 2in,1,12.2,0.0,12.2,5.94,6.26
ORD-01090,2023-09-04,2023-09-08,CUST-0555,Mark Garcia,Consumer,South,Texas,Houston,Office Supplies,Binders,Clear View Binder Pack,1,26.96,0.1,24.26,14.29,9.97
ORD-01091,2023-10-12,2023-10-16,CUST-0366,Elena Williams,Corporate,West,California,San Francisco,Furniture,Chairs,Adjustable Swivel Chair,1,110.68,0.0,110.68,77.08,33.6
ORD-01092,2023-06-10,2023-06-11,CUST-0184,David Jones,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Storage,Plastic Storage Bins 6pk,1,82.78,0.0,82.78,45.37,37.41
ORD-01093,2023-07-29,2023-08-03,CUST-0780,Matthew Singh,Consumer,South,Texas,Dallas,Technology,Phones,Business Desk Phone,1,431.61,0.05,410.03,270.35,139.68
ORD-01094,2024-06-29,2024-07-04,CUST-0431,Lisa Ali,Consumer,South,Texas,Dallas,Furniture,Tables,L-Shaped Computer Desk,1,231.33,0.2,185.06,194.13,-9.07
ORD-01095,2024-11-24,2024-11-30,CUST-0606,Sandra Miller,Home Office,North,Minnesota,Minneapolis,Office Supplies,Binders,Presentation Binder Set,2,28.75,0.1,51.75,30.86,20.89
ORD-01096,2024-03-31,2024-04-03,CUST-0220,Matthew Wilson,Home Office,North,Illinois,Chicago,Furniture,Furnishings,Cork Board Large,2,68.82,0.3,96.35,107.83,-11.48
ORD-01097,2023-04-26,2023-04-29,CUST-0666,Yuki Sanchez,Corporate,South,Texas,Dallas,Furniture,Tables,Folding Utility Table,4,806.85,0.0,3227.4,2465.51,761.89
ORD-01098,2023-02-21,2023-02-25,CUST-0076,Carlos Moore,Consumer,West,Washington,Seattle,Technology,Phones,Wireless Headset BT,2,282.8,0.2,452.48,254.57,197.91
ORD-01099,2023-02-15,2023-02-21,CUST-0211,Donna Smith,Consumer,North,Illinois,Chicago,Technology,Accessories,Webcam HD 1080p,2,94.05,0.1,169.29,83.86,85.43
ORD-01100,2023-11-26,2023-11-30,CUST-0346,Wei Sanchez,Consumer,South,Texas,Houston,Technology,Phones,Smartphone ProMax 14,1,158.54,0.15,134.76,96.29,38.47
ORD-01101,2024-10-14,2024-10-16,CUST-0195,William Taylor,Consumer,North,Wisconsin,Milwaukee,Technology,Copiers,Laser Printer All-in-One,4,1617.44,0.1,5822.78,4204.7,1618.08
ORD-01102,2023-11-17,2023-11-19,CUST-0517,Michelle Johnson,Corporate,South,Georgia,Atlanta,Furniture,Chairs,Adjustable Swivel Chair,3,506.38,0.1,1367.23,904.17,463.06
ORD-01103,2024-05-03,2024-05-07,CUST-0787,Mary Santos,Consumer,East,Massachusetts,Boston,Technology,Phones,Wireless Headset BT,1,365.61,0.05,347.33,239.26,108.07
ORD-01104,2023-01-27,2023-01-28,CUST-0678,Daniel Muller,Consumer,East,Massachusetts,Boston,Technology,Copiers,Laser Printer All-in-One,2,850.64,0.1,1531.15,1008.89,522.26
ORD-01105,2024-02-19,2024-02-21,CUST-0423,Dorothy Singh,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Pens,Ballpoint Pen 12pk,4,8.59,0.2,27.49,17.37,10.12
ORD-01106,2024-10-02,2024-10-05,CUST-0247,Charles Williams,Consumer,North,Indiana,Indianapolis,Office Supplies,Envelopes,Security Envelopes 100pk,1,12.22,0.1,11.0,5.47,5.53
ORD-01107,2024-06-22,2024-06-24,CUST-0275,Jessica Ramirez,Corporate,North,Wisconsin,Milwaukee,Office Supplies,Envelopes,Business Envelopes #10,5,13.57,0.15,57.67,36.0,21.67
ORD-01108,2023-09-25,2023-09-28,CUST-0660,Richard Taylor,Consumer,North,Wisconsin,Milwaukee,Furniture,Tables,L-Shaped Computer Desk,1,688.64,0.1,619.78,459.55,160.23
ORD-01109,2024-02-14,2024-02-16,CUST-0068,Yuki Ramirez,Consumer,West,Washington,Seattle,Technology,Accessories,Webcam HD 1080p,3,118.57,0.15,302.35,131.19,171.16
ORD-01110,2024-02-22,2024-02-23,CUST-0430,Omar Thomas,Corporate,East,Virginia,Richmond,Office Supplies,Binders,3-Ring Binder 2in,4,11.36,0.0,45.44,27.07,18.37
ORD-01111,2023-10-26,2023-10-30,CUST-0161,Michelle Patel,Consumer,South,Georgia,Atlanta,Furniture,Tables,L-Shaped Computer Desk,3,741.49,0.05,2113.25,1669.39,443.86
ORD-01112,2023-10-28,2023-11-03,CUST-0747,Anthony Santos,Consumer,East,Maryland,Baltimore,Office Supplies,Storage,Desktop Organizer,2,104.94,0.35,136.42,117.72,18.7
ORD-01113,2024-06-27,2024-07-03,CUST-0791,Nancy Thompson,Consumer,East,Pennsylvania,Philadelphia,Technology,Accessories,Mechanical Keyboard RGB,7,72.99,0.05,485.38,226.6,258.78
ORD-01114,2024-12-14,2024-12-18,CUST-0039,Matthew Wilson,Consumer,South,Georgia,Atlanta,Furniture,Tables,Conference Table Oak,4,306.7,0.05,1165.46,962.77,202.69
ORD-01115,2024-06-22,2024-06-25,CUST-0726,Kimberly Davis,Consumer,South,Texas,Dallas,Furniture,Chairs,Executive Leather Chair,2,455.65,0.05,865.73,681.22,184.51
ORD-01116,2023-05-07,2023-05-11,CUST-0204,Linda Ramirez,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Binders,Presentation Binder Set,2,13.93,0.0,27.86,14.44,13.42
ORD-01117,2023-04-08,2023-04-12,CUST-0417,Karen Santos,Corporate,South,Tennessee,Nashville,Furniture,Chairs,Mesh Office Chair,1,204.35,0.2,163.48,197.97,-34.49
ORD-01118,2023-12-09,2023-12-11,CUST-0131,Raj Brown,Home Office,West,California,Los Angeles,Furniture,Furnishings,Cork Board Large,3,81.4,0.0,244.2,158.03,86.17
ORD-01119,2023-10-18,2023-10-22,CUST-0743,Barbara Jones,Home Office,North,Indiana,Indianapolis,Technology,Accessories,Laptop Stand Aluminum,4,79.9,0.0,319.6,131.05,188.55
ORD-01120,2023-03-01,2023-03-05,CUST-0127,David Miller,Home Office,South,Tennessee,Nashville,Office Supplies,Paper,Colored Paper Assorted,1,18.15,0.1,16.34,11.66,4.68
ORD-01121,2023-12-18,2023-12-22,CUST-0775,Lisa Thompson,Home Office,East,Pennsylvania,Philadelphia,Furniture,Tables,Standing Desk Pro,1,330.11,0.0,330.11,255.93,74.18
ORD-01122,2023-03-20,2023-03-26,CUST-0713,Jessica Anderson,Corporate,South,Texas,Dallas,Technology,Machines,Paper Shredder Cross-Cut,3,511.38,0.2,1227.31,996.2,231.11
ORD-01123,2023-12-12,2023-12-18,CUST-0439,Charles Anderson,Consumer,North,Illinois,Chicago,Technology,Phones,Smartphone ProMax 14,2,622.44,0.2,995.9,724.44,271.46
ORD-01124,2023-02-26,2023-03-01,CUST-0400,Raj Nguyen,Consumer,South,Texas,Houston,Office Supplies,Binders,Clear View Binder Pack,6,4.96,0.0,29.76,14.37,15.39
ORD-01125,2023-12-31,2024-01-03,CUST-0564,Barbara Harris,Consumer,West,Colorado,Denver,Technology,Machines,Electric Stapler Desktop,3,476.79,0.0,1430.37,903.52,526.85
ORD-01126,2023-09-28,2023-10-05,CUST-0119,Michael Kim,Consumer,North,Illinois,Chicago,Technology,Machines,Laminator A3 Pro,1,258.16,0.25,193.62,127.19,66.43
ORD-01127,2024-06-25,2024-06-26,CUST-0240,Karen Jones,Corporate,South,Texas,Houston,Furniture,Chairs,Ergonomic Task Chair,3,325.77,0.1,879.58,738.0,141.58
ORD-01128,2023-02-18,2023-02-25,CUST-0595,Michael Patel,Corporate,North,Minnesota,Minneapolis,Technology,Accessories,USB-C Hub 7-Port,2,145.78,0.0,291.56,105.63,185.93
ORD-01129,2023-06-19,2023-06-23,CUST-0587,Dorothy Williams,Corporate,South,Tennessee,Nashville,Technology,Machines,Label Maker Portable,3,511.75,0.2,1228.2,900.87,327.33
ORD-01130,2024-11-23,2024-11-30,CUST-0468,Aarav Brown,Consumer,West,California,San Francisco,Technology,Copiers,High-Speed Document Scanner,3,1346.2,0.0,4038.6,2489.55,1549.05
ORD-01131,2024-08-01,2024-08-02,CUST-0513,Sandra Lee,Home Office,West,California,San Francisco,Furniture,Tables,Standing Desk Pro,4,288.72,0.2,923.9,941.82,-17.92
ORD-01132,2024-03-16,2024-03-20,CUST-0057,William Thomas,Consumer,South,Tennessee,Nashville,Office Supplies,Binders,Clear View Binder Pack,2,20.29,0.05,38.55,22.77,15.78
ORD-01133,2023-02-01,2023-02-03,CUST-0222,Wei Miller,Consumer,North,Michigan,Detroit,Technology,Accessories,Mechanical Keyboard RGB,3,137.33,0.05,391.39,198.04,193.35
ORD-01134,2024-06-16,2024-06-22,CUST-0776,David Kumar,Consumer,North,Minnesota,Minneapolis,Furniture,Bookcases,Corner Bookcase Unit,1,452.66,0.0,452.66,349.76,102.9
ORD-01135,2024-12-12,2024-12-15,CUST-0031,Joseph Jones,Corporate,North,Michigan,Detroit,Office Supplies,Envelopes,Security Envelopes 100pk,1,9.08,0.15,7.72,4.43,3.29
ORD-01136,2024-01-27,2024-01-30,CUST-0646,Thomas Gonzalez,Consumer,North,Illinois,Chicago,Technology,Machines,Electric Stapler Desktop,4,131.09,0.25,393.27,313.67,79.6
ORD-01137,2023-11-18,2023-11-25,CUST-0769,Donna Singh,Consumer,North,Minnesota,Minneapolis,Office Supplies,Envelopes,Manila Envelope Large,4,5.13,0.0,20.52,11.48,9.04
ORD-01138,2024-06-05,2024-06-11,CUST-0031,Joseph Jones,Home Office,East,Pennsylvania,Philadelphia,Furniture,Chairs,Adjustable Swivel Chair,2,317.12,0.25,475.68,440.72,34.96
ORD-01139,2023-02-26,2023-03-05,CUST-0397,Aarav Robinson,Consumer,East,Pennsylvania,Philadelphia,Technology,Copiers,Laser Printer All-in-One,1,286.25,0.1,257.62,180.3,77.32
ORD-01140,2024-09-18,2024-09-20,CUST-0645,Kevin Thompson,Corporate,North,Minnesota,Minneapolis,Furniture,Furnishings,Monitor Stand Bamboo,5,120.58,0.1,542.61,413.02,129.59
ORD-01141,2024-10-19,2024-10-21,CUST-0748,Kimberly Jackson,Consumer,South,Georgia,Atlanta,Furniture,Furnishings,Monitor Stand Bamboo,1,77.55,0.0,77.55,52.36,25.19
ORD-01142,2024-02-26,2024-03-01,CUST-0353,Linda Ramirez,Consumer,North,Wisconsin,Milwaukee,Technology,Machines,Electric Stapler Desktop,8,560.01,0.1,4032.07,2772.21,1259.86
ORD-01143,2024-09-08,2024-09-13,CUST-0024,Kevin Taylor,Consumer,West,Arizona,Phoenix,Office Supplies,Paper,Premium Laser Paper,2,13.93,0.0,27.86,15.11,12.75
ORD-01144,2023-11-18,2023-11-24,CUST-0208,Aarav Taylor,Consumer,North,Illinois,Chicago,Office Supplies,Envelopes,Business Envelopes #10,1,8.04,0.4,4.82,4.07,0.75
ORD-01145,2023-06-18,2023-06-20,CUST-0168,Margaret Davis,Consumer,East,Maryland,Baltimore,Furniture,Bookcases,Metal Storage Bookcase,2,276.45,0.35,359.38,458.32,-98.94
ORD-01146,2023-07-14,2023-07-16,CUST-0684,Robert Williams,Corporate,West,Arizona,Phoenix,Furniture,Tables,Folding Utility Table,1,392.27,0.05,372.66,282.74,89.92
ORD-01147,2024-06-06,2024-06-11,CUST-0442,Mei Chen,Consumer,North,Michigan,Detroit,Office Supplies,Binders,D-Ring Binder Heavy Duty,2,25.46,0.1,45.83,22.67,23.16
ORD-01148,2024-05-26,2024-05-28,CUST-0192,Carol Nguyen,Consumer,North,Illinois,Chicago,Office Supplies,Envelopes,Manila Envelope Large,1,3.33,0.1,3.0,1.43,1.57
ORD-01149,2024-03-05,2024-03-09,CUST-0753,Raj Wilson,Home Office,North,Indiana,Indianapolis,Office Supplies,Binders,Clear View Binder Pack,1,26.4,0.2,21.12,15.3,5.82
ORD-01150,2024-06-11,2024-06-15,CUST-0327,Fatima Wilson,Consumer,West,Arizona,Phoenix,Office Supplies,Labels,Address Labels Roll 500,3,13.84,0.1,37.37,18.17,19.2
ORD-01151,2024-10-13,2024-10-17,CUST-0122,Jessica Chen,Consumer,South,Florida,Miami,Office Supplies,Binders,Clear View Binder Pack,4,16.99,0.25,50.97,33.33,17.64
ORD-01152,2023-01-16,2023-01-17,CUST-0554,James Singh,Consumer,South,Texas,Dallas,Furniture,Tables,Round Meeting Table,1,395.92,0.4,237.55,304.94,-67.39
ORD-01153,2024-11-06,2024-11-11,CUST-0553,Lisa Singh,Home Office,North,Minnesota,Minneapolis,Office Supplies,Envelopes,Manila Envelope Large,2,11.52,0.2,18.43,10.78,7.65
ORD-01154,2023-06-28,2023-07-02,CUST-0336,Anthony Patel,Corporate,North,Indiana,Indianapolis,Furniture,Bookcases,Metal Storage Bookcase,3,260.58,0.0,781.74,534.59,247.15
ORD-01155,2023-06-12,2023-06-18,CUST-0339,Mark Chen,Corporate,North,Michigan,Detroit,Technology,Machines,Binding Machine Heavy,1,452.71,0.35,294.26,286.16,8.1
ORD-01156,2024-10-25,2024-10-31,CUST-0346,Wei Sanchez,Home Office,South,Tennessee,Nashville,Technology,Phones,Smartphone ProMax 14,2,298.5,0.1,537.3,382.37,154.93
